GP,GS,#,Name,Class,Position,Height,Hometown,High School,team,teamID
1,0,44,Katieanne Peterson,Sr.,G,-,"Atlanta, GA",Mount Vernon School,Davidson,560706
10,0,22,Saija Cleveland,So.,F,6-1,"Houston, TX",Langham Creek,Dayton,560708
23,1,2,Taisiya Kozlova,Sr.,G,6-1,"Moscow, Russia",Elevation Prep Academy,Dayton,560708
27,19,5,Arianna Smith,So.,F,6-2,"Columbus, OH",Africentric,Dayton,560708
31,20,3,Anyssa Jones,Sr.,G,5-10,"Westerville, OH",Westerville South,Dayton,560708
30,2,1,Nayo Lear,So.,G,5-10,"South Holland, IL",Example Sports Academy,Dayton,560708
8,0,42,Eleanor Monyek,So.,F,6-0,"Clarendon Hills, IL",Hinsdale Central,Dayton,560708
31,8,13,Shannon Wheeler,Jr.,F,6-0,"Detroit, MI",Renaissance,Dayton,560708
30,29,33,Destiny Bohanon,Sr.,G,5-10,"Huber Heights, OH",Wayne,Dayton,560708
29,12,0,Denika Lightbourne,Fr.,G,5-9,"Tallulah Falls, GA",Tallulah Falls,Dayton,560708
31,29,23,Mariah Perez,Sr.,F,6-3,"Newark, NJ",Newark Tech,Dayton,560708
29,29,10,Ivy Wolf,Jr.,G,5-8,"Minster, OH",Minster,Dayton,560708
23,1,30,Riley Rismiller,Fr.,F,6-4,"Coldwater, OH",Coldwater,Dayton,560708
23,5,50,Eve Fiala,Fr.,C,6-4,"Indiana, PA",Indiana Area Senior,Dayton,560708
0,0,4,Lauren Pallotta,Fr.,G,5-9,"Canton, OH",Massillon Jackson,Dayton,560708
15,0,10,Haley Walker,So.,G,5-8,"Burlington, VT",Rice Memorial,DePaul,560710
31,25,13,Maeve McErlane,So.,G,5-10,"Havertown, PA",Notre Dame,DePaul,560710
17,0,2,Grace Carstensen,Fr.,G,5-11,"Hinsdale, IL",Nazareth Academy,DePaul,560710
25,1,12,Jade Edwards,Sr.,G,5-10,"Chicago, IL",The Latin School of Chicago,DePaul,560710
19,0,11,Sumer Lee,Fr.,G,5-8,"Toronto, Canada",King's Christian,DePaul,560710
32,31,0,Katlyn Gilbert,Sr.,G,5-10,"Indianapolis, IN",Heritage Christian,DePaul,560710
32,11,25,Kate Clarke,So.,G,6-1,"Carmel, IN",Carmel,DePaul,560710
32,24,23,Michelle Sidor,Sr.,G,5-8,"Upper Saddle River, NJ",Saddle River Day,DePaul,560710
25,4,5,Brynn Masikewich,Sr.,F,6-3,"Calgary, Canada",Lincoln Prep,DePaul,560710
23,1,20,Shakara McCline,Fr.,G,5-6,"E Saint Louis, IL",East St. Louis,DePaul,560710
23,0,3,Charlece Ohiaeri,Fr.,F,6-0,"Las Vegas, NV",Centennial,DePaul,560710
31,31,22,Anaya Peoples,Sr.,G,5-10,"Danville, IL",Schlarman High,DePaul,560710
32,32,33,Jorie Allen,Sr.,F,6-1,"Bedford, IN",North Lawrence/Indiana,DePaul,560710
18,6,22,Victoria Eniafe,So.,F,6-1,,,Delaware St.,560713
21,15,4,Deyonce Thompson,So.,F,5-10,"Grand Rapids, MI",East Kentwood,Delaware St.,560713
13,11,22,Tyshonne Tollie,Jr.,F,6-0,"Bartow, FL",Southwestern State,Delaware St.,560713
10,0,15,Cydney Curtis,So.,G,5-6,"Baltimore, MD",Baltimore Poly Tech,Delaware St.,560713
25,21,2,Noami Zulueta,So.,G,5-10,"Lancaster, PA",Lancaster Catholic,Delaware St.,560713
26,23,23,Savannah Brooks,So.,F,5-9,"Taneytown, MD",Legacy Early College,Delaware St.,560713
0,0,14,Joy Watkins,Jr.,G,5-5,"Henderson, NV",Liberty,Delaware St.,560713
24,11,20,Ja-Naiah Perkins-Jackson,Sr.,G,5-6,"Wilmington, DE",,Delaware St.,560713
12,5,3,Kaitlyn Parker,---,G,-,"Suitland, MD",,Delaware St.,560713
11,0,55,Circe Rubio Remolar,Fr.,C,6-2,"Zaragoza, Spain",,Delaware St.,560713
27,11,30,McKenzie Stewart,Fr.,F,6-0,"Glenn Dale, MD",,Delaware St.,560713
28,22,1,Denijsha Wilson,Sr.,G,5-3,"Philadelphia, PA",USC Upstate,Delaware St.,560713
28,6,5,Kiarra Mcelrath,Fr.,G,5-7,"Columbus, OH",,Delaware St.,560713
2,0,11,Jaya Sheppard,Fr.,G,5-7,"Columbus, OH",,Delaware St.,560713
10,4,24,Julia Saleur,So.,G,5-10,"Nice, France",,Delaware St.,560713
6,0,0,Idalis Lee,Sr.,G,5-10,"Brooklyn, NY",,Delaware St.,560713
17,5,10,Arianna Johnson,Sr.,F,5-11,"Grand Rapids, MI",,Delaware St.,560713
30,4,15,Darrionna Howard,Fr.,F,6-0,"Smithfield, NC",Clayton,Delaware,560715
19,15,5,Grace Sundback,Fr.,G,5-9,"Staten Island, NY",Westtown School,Delaware,560715
11,0,13,Arantxa Portalez,Fr.,F,6-2,"Zaragoza, Spain",Romareda Agustinos Recoletos,Delaware,560715
29,13,21,Ande'a Cherisier,Fr.,C,6-1,"Baltimore, MD",Saint Frances Academy,Delaware,560715
31,18,25,Klarke Sconiers,Sr.,C,6-2,"Queens Village, NY",Christ the King,Delaware,560715
28,7,4,Nakiyah Mays-Prince,So.,G,5-5,"Chicago, IL",Example Academy,Delaware,560715
30,6,0,Rebecca Demeke,Sr.,G,6-0,"Toronto, Canada",Crestwood Preparatory College,Delaware,560715
3,0,1,Michelle Ojo,Jr.,F,6-0,"Virginia Beach, VA",Princess Anne,Delaware,560715
30,29,2,Tara Cousins,Sr.,G,5-8,"Washington, DC",New Hope Academy,Delaware,560715
19,11,3,Mia Yanogacio,Jr.,G,5-7,"Somerset, NJ",Rutgers Prep,Delaware,560715
0,0,23,Jadaia Reid,Sr.,G,5-9,"Brampton, Canada",Crestwood Preparatory,Delaware,560715
30,27,14,Chloe Wilson,Sr.,F,5-11,"Freeport, NY",South Shore,Delaware,560715
31,25,22,Sydney Boone,Jr.,G,5-8,"Richmond, VA",Highland Springs,Delaware,560715
1,0,10,Jada Thorpe,Sr.,G,5-9,"Chicago, IL",Simeon Career Academy,Delaware,560715
30,30,0,Emma Smith,So.,G,5-8,"Vestavia Hills, AL",Vestavia,Denver,560717
19,1,3,Madelyn Atkins,So.,G,5-8,"Beebe, AR",Beebe,Denver,560717
29,29,2,Angelina Robles,So.,G,5-4,"San Diego, CA",The Bishop's School,Denver,560717
6,0,45,Shira Hagag,So.,F,5-11,"Netanya, Israel",Hof Hasharon,Denver,560717
30,30,4,Jordan Jones,So.,G,5-11,"Cheyenne, WY",Cheyenne East,Denver,560717
24,0,33,Mary Wilson,Jr.,G,5-10,"Greenwood, IN",Center Grove H.S.,Denver,560717
21,1,12,Joclyen Wyatt,Jr.,G,5-8,"Tacoma, WA",Woodrow Wilson H.S.,Denver,560717
30,26,11,Emily Counsel,Sr.,G,6-3,"Perth, Australia",Willetton Senior H.S.,Denver,560717
27,4,20,Reagan Pahl,Fr.,G,5-6,"Cedarburg, WI",Cedarburg,Denver,560717
7,0,13,Emari Doby,Fr.,G,5-10,"Topeka, KS",Shawnee Heights,Denver,560717
23,2,15,Alaisha Brown,Fr.,G,5-10,"Arlington, TX",James Bowie,Denver,560717
14,0,1,Laila McLeod,So.,G,6-0,"Dallas, TX",Bella Vista,Denver,560717
30,23,21,Makayla Minett,Sr.,F,6-3,"Chicago, IL",Pearl H.S.,Denver,560717
30,4,32,Lauren With,Jr.,F,6-0,"Hartland, WI",Arrowhead,Denver,560717
32,19,4,Myonna Hooper,So.,G,5-4,"W Bloomfield, MI",West Bloomfield,Detroit Mercy,560719
33,0,23,Jada Moorehead,Sr.,F,5-8,"Jackson, MI",Jackson,Detroit Mercy,560719
33,33,22,Amaya Burch,So.,G,5-7,"Sicklerville, NJ",Timber Creek,Detroit Mercy,560719
25,2,55,Lucia Fleta Robles,Sr.,G,5-6,"San Cristobal de La Laguna, Spain",I.E.S. Tegueste,Detroit Mercy,560719
33,33,1,Irene Murua,Sr.,F,6-1,"Arrasate, Spain",Arizmendi Ikastola,Detroit Mercy,560719
33,33,15,Emma Trawally Porta,Jr.,F,5-11,"Tiana, Spain",Institut Thalassa,Detroit Mercy,560719
5,0,13,Annika Corcoran,Sr.,G,5-5,"Painesville, OH",Gilmour,Detroit Mercy,560719
4,0,3,Jaida Hampton,Sr.,G,5-10,"Lansing, MI",East Lansing HS,Detroit Mercy,560719
33,15,10,Paris Gilmore,Fr.,G,5-5,"Youngstown, OH",Warrensville Heights,Detroit Mercy,560719
7,0,12,Maddie Diabate,Jr.,G,5-8,"Paris, France",Long Island Lutheran,Detroit Mercy,560719
7,0,11,Cydney Rivera,Sr.,G,5-8,"Woodside, NY",Lutheran High North,Detroit Mercy,560719
33,0,2,Makayla Jackson,Fr.,G,5-8,"Alexandria, VA",Bullis School,Detroit Mercy,560719
18,0,21,Latifa Amzil,Jr.,F,5-10,"Helsinki, Finland",Mäkelänrinne Sports High,Detroit Mercy,560719
30,30,0,Imani McNeal,Sr.,G,5-5,"Locust Grove, GA",Luella,Detroit Mercy,560719
15,0,24,Kamari Forrest,Fr.,G,5-10,"Saginaw, MI",Saginaw,Detroit Mercy,560719
35,0,21,Ava Hawthorne,So.,G,5-9,"Ames, IA",Gilbert,Drake,560720
0,0,30,Taedyn Gray,So.,F,6-2,"Lenexa, KS",Shawnee Mission West,Drake,560720
33,0,12,Ashley IIams,Jr.,F,6-1,"Ames, IA",Ames,Drake,560720
35,35,14,Anna Miller,Jr.,F,6-3,"Rochester, MN",Rochester Mayo,Drake,560720
35,35,32,Courtney Becker,Sr.,F,6-0,"Fountain City, WI",La Crosse Aquinas,Drake,560720
10,0,1,Hannah Nilges,Jr.,G,5-7,"Jefferson City, MO",Jefferson City,Drake,560720
35,35,10,Katie Dinnebier,Jr.,G,5-8,"West Des Moines, IA",Waukee,Drake,560720
35,35,3,Taylor McAulay,Sr.,G,5-11,"Lino Lakes, MN",Centennial,Drake,560720
15,0,11,Megan Meyer,Sr.,G,5-8,"Mason City, IA",Mason City,Drake,560720
26,0,22,Brooklin Dailey,Fr.,G,6-0,"Pleasant Hill, IA",Southeast Polk,Drake,560720
35,0,24,Anna Brown,Sr.,G,5-10,"Waukee, IA",Waukee,Drake,560720
35,0,4,Shannon Fornshell,Fr.,G,6-1,"Plymouth, MN",Wayzata,Drake,560720
7,0,20,Emily Christenson,Fr.,G,5-11,"Woodbury, MN",East Ridge,Drake,560720
35,35,43,Grace Berg,Sr.,F,6-0,"Indianola, IA",Indianola,Drake,560720
0,0,20,Jennifer Martin,So.,G,5-10,"Westford, MA",Bradford Christian Academy,Drexel,560722
33,33,12,Grace O'Neill,So.,G,5-7,"West Chester, PA",Archbishop Carroll,Drexel,560722
7,0,4,Jalyn McNeill,So.,G,5-9,"Damascus, MD",Our Lady of Good Counsel,Drexel,560722
0,0,24,Sira Ba,Jr.,F,5-11,"Montreal, Canada",Antoine de St-Exupery,Drexel,560722
30,1,23,Momo LaClair,Jr.,G,5-10,"Syracuse, NY",Jamesville-DeWitt,Drexel,560722
34,0,21,Jasmine Valentine,Sr.,F,5-11,"Odenton, MD",St. Vincent Pallotti,Drexel,560722
34,34,5,Chloe Hodges,Sr.,F,6-0,"Adelaide, Australia",St. Michaels College,Drexel,560722
22,1,13,Erin Sweeney,Sr.,G,5-10,"Havertown, PA",Archbishop Carroll,Drexel,560722
1,0,22,Clara Bergeron,Fr.,F,6-2,"Montreal, Canada",Cegep Saint-jean-sur-richelieu,Drexel,560722
7,0,25,Erin Doherty,Sr.,G,5-9,"Havertown, PA",Haverford,Drexel,560722
29,0,41,Laine McGurk,Fr.,G,5-10,"West Chester, PA",Rustin,Drexel,560722
34,33,3,Amaris Baker,Jr.,G,5-7,"Philadelphia, PA",Cardinal O'Hara,Drexel,560722
34,34,15,Brooke Mullin,Sr.,G,5-11,"Langhorne, PA",Neshaminy,Drexel,560722
34,34,2,Hetta Saatman,Sr.,F,6-2,"Lancaster, PA",Linden Hall,Drexel,560722
33,33,3,Ashlon Jackson,So.,G,6-0,"China, TX",Hardin-Jefferson,Duke,560724
34,34,24,Reigan Richardson,Jr.,G,5-11,"Charlotte, NC",Cannon School,Duke,560724
34,34,42,Kennedy Brown,Sr.,F,6-6,"Derby, KS",Derby HS,Duke,560724
34,1,15,Emma Koabel,So.,G,5-11,"Port Colborne, Canada",Niagara Prep,Duke,560724
0,0,2,Vanessa de Jesus,Sr.,G,5-8,"Valencia, CA",Sierra Canyon School,Duke,560724
33,0,12,Delaney Thomas,Fr.,F,6-3,"Charles Town, WV",St. John's College HS,Duke,560724
14,0,13,Jordan Wood,Fr.,F,6-4,"Chicago, IL",Carmel Catholic,Duke,560724
34,34,22,Taina Mair,Fr.,G,5-9,"Boston, MA",Brooks HS,Duke,560724
34,2,21,Camilla Emsbo,Sr.,F,6-5,"Lakewood, CO",Lakewood,Duke,560724
34,0,5,Oluchi Okananwa,Fr.,G,5-10,"Boston, MA",Worcester Academy,Duke,560724
34,32,4,Jadyn Donovan,Fr.,G,6-0,"Upper Marlboro, MD",Sidwell Friends,Duke,560724
5,0,7,Louann Battiston,Fr.,G,5-5,"Montigny le Tilleil, Belgium",,Duke,560724
0,0,53,Olivia Martin,So.,G,5-6,"Gaithersburg, MD",Quince Orchard HS,Duke,560724
0,0,30,Selma Kulo,So.,F,6-4,"Lawrenceville, GA",Brookwood HS,Duquesne,560725
14,0,2,Kaitlyn Ammons,Jr.,F,6-3,"Wana, WV",Morgantown,Duquesne,560725
34,30,44,Ayanna Townsend,Sr.,F,6-2,"Pittsburgh, PA",Winchester Thurston HS,Duquesne,560725
34,33,11,Naelle Bernard,Jr.,G,5-5,"Paris, France",Maurice Ravel,Duquesne,560725
21,1,14,Lauren Wasylson,Sr.,G,6-0,"Valencia, PA",Mars,Duquesne,560725
34,34,20,Amaya Hamilton,Sr.,F,6-2,"Fishers, IN",Hamilton Southeastern,Duquesne,560725
34,34,4,Megan McConnell,Jr.,G,5-7,"Pittsburgh, PA",Chartiers Valley,Duquesne,560725
33,32,24,Tess Myers,Jr.,G,5-9,"Lower Burrell, PA",North Catholic,Duquesne,560725
34,1,31,Precious Johnson,Sr.,C,6-4,"Helsinborg, Sweden",Marks Gymnasieskola,Duquesne,560725
34,0,1,Jerni Kiaku,So.,G,5-7,"Garner, NC",Garner Magnet HS,Duquesne,560725
24,4,22,Kiandra Browne,Sr.,F,6-2,"Montreal, Canada",St-Laurent,Duquesne,560725
19,0,12,Raymi Coueta,Fr.,G,5-8,"Cayennes, French Guiana",Thetford (Quebec) Academy,Duquesne,560725
28,1,10,Gabby Grantham-Medley,Fr.,G,5-9,"Hagerstown, MD",North Hagerstown,Duquesne,560725
0,0,5,Jayla Hearp,So.,G,5-9,"Hampton, VA",Smithfield,East Carolina,560728
33,3,14,Bobbi Smith,So.,G,5-11,"Garner, NC",Southeast Raleigh,East Carolina,560728
31,26,23,Amiya Joyner,So.,F,6-2,"Farmville, NC",Farmville Central,East Carolina,560728
30,0,24,Kimora Jenkins,Jr.,G,6-1,"Long Island City, NY",Millbrook,East Carolina,560728
32,12,12,Morgan Moseley,Sr.,F,5-11,"Centreville, MD",Saint James School,East Carolina,560728
9,9,4,Synia Johnson,Sr.,G,5-9,"Waldorf, MD",Riverdale Baptist,East Carolina,560728
33,31,22,Danae McNeal,Sr.,G,6-0,"Swansea, SC",Swansea,East Carolina,560728
30,26,2,Tatyana Wyche,Jr.,F,6-2,"Fort Lauderdale, FL",American Heritage,East Carolina,560728
33,10,11,Khia Miller,Fr.,G,5-10,"Woodbridge, VA",Sidwell Friends School,East Carolina,560728
11,0,15,Jaedyn Cook,Fr.,F,6-2,"Richmond, VA",John Marshall HS,East Carolina,560728
29,13,0,Taliyah Wyche,Jr.,F,6-3,"Fort Lauderdale, FL",American Heritage,East Carolina,560728
11,10,1,Micah Dennis,Sr.,G,5-9,"Toronto, Canada",Cairine Wilson Secondary,East Carolina,560728
24,1,20,Jade Tillman,Fr.,G,5-10,"Rockville, MD",Good Counsel HS,East Carolina,560728
33,24,3,Karina Gordon,Fr.,G,5-9,"Hallandale Beach, FL",St. Thomas Aquinas HS,East Carolina,560728
27,2,2,Journee McDaniel,So.,G,5-9,"New Bern, NC",Farmville Central HS,ETSU,560730
30,30,0,Nevaeh Brown,Jr.,G,5-9,"Charlotte, NC",Mallard Creek HS,ETSU,560730
28,4,5,Jaileyah Cotton,So.,G,5-6,"Bardstown, KY",Bardstown HS,ETSU,560730
17,17,24,Jakhyia Davis,Jr.,C,6-3,"Knoxville, TN",Bearden HS,ETSU,560730
25,17,12,Kendall Folley,Jr.,G,5-7,"Lebanon, OH",Lebanon HS,ETSU,560730
29,27,10,Courtney Moore,Jr.,G,5-7,"Gainesville, FL",PK Yonge Developmental Research School,ETSU,560730
20,1,23,Sarah Thompson,Jr.,G,5-7,"Gate City, VA",Gate City HS,ETSU,560730
14,1,4,Meleah Kirtner,Jr.,G,5-10,"Wytheville, VA",Wythe HS,ETSU,560730
29,13,20,Meghan Downing,So.,F,6-2,"New Madison, OH",Tri-Village HS,ETSU,560730
28,8,3,Brecken Snotherly,Fr.,G,5-9,"Franklinville, NC",Eastern Randolph High School,ETSU,560730
26,0,15,Samiah Puckett,Fr.,F,6-3,"Griffin, GA",Griffin High School,ETSU,560730
30,30,11,Breanne Beatty,Sr.,G,5-8,"Worthington, OH",Thomas Worthington,ETSU,560730
0,0,14,Jayla Ruffus-Milner,Sr.,G,5-10,"North Hills, CA",Harvard-Westlake HS,ETSU,560730
2,0,1,Lyndie Ramsey,Fr.,G,5-8,"Elizabethton, TN",Unaka High School,ETSU,560730
33,33,33,Macy McGlone,Jr.,F,6-2,"Greenville, WI",Hortonville,Eastern Ill.,560732
19,0,1,Ella Lune,Fr.,F,6-0,"Brimfield, IL",Brimfield,Eastern Ill.,560732
31,1,2,Emily Meidel,Sr.,F,5-11,"Danville, IL",Bismarck-Henning,Eastern Ill.,560732
7,1,21,Hannah Purcell,Sr.,F,6-0,"Annandale, MN",Annandale,Eastern Ill.,560732
32,1,23,Sydney-James Desroches,Fr.,F,6-0,"Clarksville, TN",Rossview,Eastern Ill.,560732
33,33,3,Miah Monahan,Jr.,G,5-8,"Silver Lake, MN",Glencoe-Silver Lake,Eastern Ill.,560732
20,15,25,Taris Thornton,Jr.,F,6-0,"Chicago, IL",Willowbrook,Eastern Ill.,560732
33,9,14,Ellie Colson,Jr.,C,6-1,"Spring Hill, TN",Summit,Eastern Ill.,560732
29,5,20,Julia Bengtson,Jr.,G,5-8,"Becker, MN",Becker,Eastern Ill.,560732
0,0,4,Lyric Johnson,So.,G,5-9,"Hortonville, WI",Hortonville,Eastern Ill.,560732
0,0,10,Adriana Arroyo,Fr.,G,5-9,"Madrid, Spain",CB Alcobendas,Eastern Ill.,560732
33,32,24,Ellie Buzzelle,So.,G,5-8,"Rogers, MN",Rogers,Eastern Ill.,560732
21,6,0,Lalani Ellis,Fr.,G,5-8,"Milwaukee, WI",Milwaukee Academy of Science,Eastern Ill.,560732
31,29,12,Charita Lewis,So.,G,5-6,"Saint Cloud, MN",Minnehaha,Eastern Ill.,560732
0,0,15,Georgia Cox,Fr.,F,6-4,"Ballarat, Australia",Ballarat Rush,Eastern Ill.,560732
26,0,22,Emma Miner,Fr.,F,6-0,"Grimes, IA",Dallas Center-Grimes,St. Thomas (MN),560734
31,31,12,Jordyn Glynn,Sr.,G,5-9,"Grand Meadow, MN",Grand Meadow,St. Thomas (MN),560734
14,0,11,Zoey Washington,Fr.,G,5-8,"Mahtomedi, MN",St. Croix Lutheran,St. Thomas (MN),560734
7,0,3,Sammi Beyer,Fr.,G,5-6,"Appleton, WI",Appleton East,St. Thomas (MN),560734
20,0,2,Lizzie Steingraber,Fr.,G,5-9,"New London, WI",New London,St. Thomas (MN),560734
0,0,24,Ellie Dague,So.,G,5-10,"Henning, MN",Henning,St. Thomas (MN),560734
26,7,5,Faith Feuerbach,So.,G,6-0,"Sycamore, IL",Sycamore,St. Thomas (MN),560734
2,0,33,Natalie Greenwood,So.,F,6-3,"Roanoke, TX",Byron Nelson,St. Thomas (MN),560734
31,31,21,Amber Scalia,So.,G,5-9,"Stillwater, MN",Stillwater,St. Thomas (MN),560734
4,0,13,Gabby Johnson,Jr.,G,5-8,"Freedom, WI",Freedom,St. Thomas (MN),560734
24,0,15,Phoebe Frentzel,Jr.,G,5-9,"Hartland, WI",Arrowhead,St. Thomas (MN),560734
31,31,34,Jo Langbehn,Jr.,C,6-2,"Elk River, MN",Elk River,St. Thomas (MN),560734
23,5,20,Sammy Opichka,Jr.,F,6-0,"Green Bay, WI",Notre Dame Academy,St. Thomas (MN),560734
31,31,4,Jade Hill,Jr.,G,5-7,"Minneapolis, MN",South,St. Thomas (MN),560734
20,0,14,Jordyn Lamker,Jr.,F,6-0,"Maple Grove, MN",Maple Grove,St. Thomas (MN),560734
30,19,15,Angelina Hammond,Sr.,F,5-11,"Hopkins, MN",Hopkins High School,St. Thomas (MN),560734
24,0,53,Bridgid Fox,Sr.,F,6-0,"Altoona, PA",Altoona Area,Eastern Ky.,560737
33,16,3,Brie Crittendon,Jr.,G,5-10,"Union, KY",Ryle,Eastern Ky.,560737
34,34,30,Alice Recanati,Sr.,G,5-9,"Bergamo, Italy",,Eastern Ky.,560737
21,1,10,Nekiyah Thompson,Sr.,G,5-7,"Atlanta, GA",Frederick Douglass,Eastern Ky.,560737
34,0,11,Althea Kara Angeles,Sr.,G,5-6,"Melbourne, Australia",Emmanuel College,Eastern Ky.,560737
29,29,13,Antwainette Walker,Sr.,G,5-11,"Lisle, IL",St. Francis,Eastern Ky.,560737
33,33,2,Ivy Turner,Sr.,G,5-4,"Danville, KY",Danville,Eastern Ky.,560737
30,9,14,Sierra McCullough,Sr.,F,6-2,"Opelika, AL",South Pointe,Eastern Ky.,560737
24,20,20,Kaitlyn Costner,Jr.,G,5-8,"Osceola, IN",Elkhart Central,Eastern Ky.,560737
31,3,5,Raphaela Toussaint,Sr.,F,6-0,"Kingston, Canada",Lincoln Prep,Eastern Ky.,560737
20,0,24,Kailani Lindsey,Fr.,F,6-1,"Wildwood, FL",Foster,Eastern Ky.,560737
33,25,32,Jasmine McGinnis-Taylor,Sr.,F,6-3,"Omaha, NE",Westside,Eastern Ky.,560737
0,0,1,Saniyah Shelton,Fr.,G,5-10,"Central City, KY",Bowling Green,Eastern Ky.,560737
0,0,13,Elena Cabello,So.,G,6-0,"Malagon, Spain",IES Mediterraneo,Eastern Mich.,560739
29,29,32,Tayra Eke,Jr.,G,6-3,"Madrid, Spain",IES Ortega y Gasset,Eastern Mich.,560739
25,17,1,Olivia Smith,So.,G,5-5,"Fort Wayne, IN",South Side,Eastern Mich.,560739
15,0,20,Ashley Hassett,Sr.,G,5-7,"Hershey, NE",Hershey High School,Eastern Mich.,560739
28,11,12,Dara Capaldi,So.,G,5-9,"Madison Heights, MI",La Lumiere,Eastern Mich.,560739
21,2,23,Kyndal Lewis,Jr.,G,5-8,"Belton, MO",Belton,Eastern Mich.,560739
22,5,24,Treasure Thompson,Jr.,F,6-2,"Joliet, IL",Bolingbrook,Eastern Mich.,560739
27,21,11,Lachelle Austin,Jr.,G,5-7,"Redford, MI",Wayne Memorial,Eastern Mich.,560739
26,20,10,ZaNiya Nelson,Jr.,G,5-11,"Oklahoma City, OK",Putnam City West,Eastern Mich.,560739
29,22,44,Kennedi Myles,Sr.,F,6-2,"Cincinnati, OH",Walnut Hills,Eastern Mich.,560739
18,15,22,Cali Denson,Fr.,G,5-8,"Milwaukie, OR",Milwaukie Academy of the Arts,Eastern Mich.,560739
7,0,14,Sophie Canen,Fr.,G,-,"Saline, MI",Saline,Eastern Mich.,560739
12,0,21,Meghan Gentile,Fr.,G,5-9,"Roseland, NJ",Immaculate Conception,Eastern Mich.,560739
28,2,0,Olivia Westphal,So.,G,5-9,"Bethel Park, PA",Bethel Park,Eastern Mich.,560739
9,1,2,Nia Boston,Jr.,G,-,"Stockton, CA",,Eastern Mich.,560739
5,0,41,Addison Hall,So.,F,5-10,"Winlock, WA",Winlock Senior HS,Eastern Wash.,560741
2,0,44,Camille Jentzsch,So.,F,6-3,"Lake Stevens, WA",Lake Stevens HS,Eastern Wash.,560741
4,0,14,Cori Wilcox,So.,,6-2,"Lake Stevens, WA",Lake Stevens HS,Eastern Wash.,560741
17,0,2,Ella Gallatin,So.,G,5-10,"Snohomish, WA",Snohomish HS,Eastern Wash.,560741
17,0,5,Breeje Schuler,So.,G,5-10,"Te Aroha, New Zealand",St Peters Cambridge HS,Eastern Wash.,560741
28,0,52,Bella Hays,So.,F,6-3,"Wasilla, AK",Wasilla HS,Eastern Wash.,560741
34,34,21,Milly Knowles,Sr.,F,6-1,"Barrow in Furness, United Kingdom",Myerscough College,Eastern Wash.,560741
33,1,1,Alexis Pettis,Jr.,G,5-5,"Gardena, CA",Palisades Charter HS,Eastern Wash.,560741
23,0,30,Gabrielle Jung,Jr.,G,5-10,"Dickinson, ND",Dickinson HS,Eastern Wash.,560741
26,23,10,Jacinta Buckley,Sr.,G,6-1,"Spokane, WA",Lewis and Clark HS,Eastern Wash.,560741
35,28,24,Jaleesa Lawrence,Jr.,F,5-10,"Meridian, ID",Meridian HS,Eastern Wash.,560741
35,35,25,Aaliyah Alexander,So.,G,5-8,"Federal Way, WA",Todd Beamer HS,Eastern Wash.,560741
0,0,4,Devynn Warns,Jr.,G,5-7,"Renton, WA",Liberty HS,Eastern Wash.,560741
17,0,12,Andie Zylak,Jr.,G,5-7,"Spokane, WA",Lewis and Clark HS,Eastern Wash.,560741
33,20,23,Jaydia Martin,Jr.,F,6-0,"Vancouver, WA",Hudson's Bay HS,Eastern Wash.,560741
26,0,3,Ellie Boni,So.,G,5-9,"Spokane, WA",University HS,Eastern Wash.,560741
34,34,15,Jamie Loera,Sr.,G,5-9,"Moses Lake, WA",Moses Lake HS,Eastern Wash.,560741
32,32,0,Kynidi Mason Striverson,So.,G,5-8,"Sellersburg, IN",Silver Creek HS,Evansville,560743
22,14,3,Barbora Tomancova,Sr.,C,6-3,"Brno, Czechia",,Evansville,560743
6,6,12,Celine Dupont,Sr.,F,6-4,"Almelo, Netherlands",,Evansville,560743
25,12,25,Lexie Sinclair,Jr.,G,5-8,"Carol Stream, IL",Bartlett,Evansville,560743
16,0,11,Sydney Bradley,Fr.,G,5-10,"Saint Louis, MO",,Evansville,560743
29,1,4,Tamesha Dozier,So.,F,6-1,"Louisville, KY",,Evansville,560743
5,0,21,Anica Skrivan,Jr.,F,-,"Trebinje, Bosnia and Herzegovina",,Evansville,560743
22,17,22,Nevaeh Thomas,Fr.,F,5-11,"Kenosha, WI",Bradford,Evansville,560743
31,27,24,Maggie Hartwig,Fr.,F,6-1,"Sauk City, WI",Sauk Prairie,Evansville,560743
32,1,30,Tene Smith,Fr.,G,5-6,"Brampton, Canada",Kings Christian Collegiate,Evansville,560743
18,11,2,Alana Striverson,Jr.,G,5-10,"Sellersburg, IN",Silver Creek,Evansville,560743
22,12,13,Madlena Gerke,Fr.,G,5-10,"Riga, Latvia",Riga's 45th Secondary School,Evansville,560743
4,0,15,Yiesha Williams,Jr.,G,5-8,"Elkhart, IN",,Evansville,560743
32,27,5,Julia Palomo,Jr.,G,5-7,"La Seu d'Urgell, Spain",,Evansville,560743
33,11,10,Izabela Nicoletti-Leite,Sr.,G,5-10,"Sao Paulo, Brazil",,Fairfield,560745
15,0,12,Kate Peek,So.,G,5-9,"Poughkeepsie, NY",,Fairfield,560745
0,0,33,Brooke Tatarian,Jr.,G,5-10,"Yonkers, NY",The Masters School,Fairfield,560745
30,5,15,Lauren Beach,Jr.,F,6-1,"Medway, MA",,Fairfield,560745
0,0,34,Dayna Tirado,Sr.,F,6-1,"Closter, NJ",,Fairfield,560745
